label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,enum_limit_reached,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size, max query size,done checks,spared checks,paths,conditions,forks,unresolved_fork,resolved_forks,discarded,min_transient_dj,dba_instructions,x86instructions,addresses,merged,refused,aborted,wall time,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt,transient_paths_pht,transient_paths_stl,pht_status,pht_dynamic,stl_status,max_spec_depth,violations,max_depth_reached,max_paths_reached,syscalls,solver_timeout_reached,enum_limit_reached,timeout_reached,interrupted,out_of_memory,exit_code
spectrev1_case_9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.013759,1,0,0,1,0.013759,0,0,0,0,0,1,0,0,1,0.013759,625,625,1,14,2,1,1,1,0,0,0,84,25,21,0,0,0,0.034606,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_10,1,1,1,0,0,0,0,0,1,0,0,1,0.014724,0,0,0,0,0,1,0,0,1,0.014724,0,0,0,0,0,1,0,0,1,0.014724,892,892,1,30,3,2,2,2,0,0,0,112,35,27,0,0,0,0.036834,0,0,inf,relational,1,row-map,boolector,0,3,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_11gcc,1,1,1,14,0,0,14,1.47874,142,0,0,142,10.010877,2,0,0,2,0.055641,144,0,0,144,10.066518,0,0,0,0,0,158,0,0,158,11.545258,1961.708861,5740,63,583,50,49,49,49,0,0,0,2541,883,63,0,0,0,12.209608,0,0,inf,relational,1,row-map,boolector,0,50,0,Haunted,Full,NoSTL,200,4,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_11ker,1,1,1,11,0,0,11,1.002296,104,0,0,104,6.629724,1,0,0,1,0.015888,105,0,0,105,6.645612,0,0,0,0,0,116,0,0,116,7.647907,2378.181034,9757,27,651,29,28,28,28,0,0,0,1802,521,58,0,0,0,8.339006,0,0,inf,relational,1,row-map,boolector,0,29,0,Haunted,Full,NoSTL,200,2,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_11sub,1,1,1,4,0,0,4,0.143909,104,0,0,104,6.47677,2,0,0,2,0.057137,106,0,0,106,6.533907,0,0,0,0,0,110,0,0,110,6.677816,1818.981818,10289,88,851,48,47,47,47,0,0,0,3267,899,56,0,0,0,7.22292,0,0,inf,relational,1,row-map,boolector,0,48,0,Haunted,Full,NoSTL,200,3,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.024959,1,0,0,1,0.024959,0,0,0,0,0,1,0,0,1,0.024959,1183,1183,1,29,2,1,1,1,0,0,0,160,45,40,0,0,0,0.048683,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.015776,1,0,0,1,0.015776,0,0,0,0,0,1,0,0,1,0.015776,831,831,1,27,4,3,3,1,2,0,0,135,42,33,0,0,0,0.037592,0,0,inf,relational,1,row-map,boolector,0,4,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.018676,1,0,0,1,0.018676,0,0,0,0,0,1,0,0,1,0.018676,904,904,1,32,2,1,1,1,0,0,0,166,47,40,0,0,0,0.04366,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0.652551,2,1,0,3,0.652551,0,0,0,0,0,2,1,0,3,0.652551,735,934,3,14,1,0,0,0,0,0,0,95,27,27,0,0,0,0.677552,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,2,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.037559,1,0,0,1,0.037559,0,0,0,0,0,1,0,0,1,0.037559,638,638,1,10,1,0,0,0,0,0,0,65,16,16,0,0,0,0.057481,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004647,0,1,0,1,0.004647,0,0,0,0,0,0,1,0,1,0.004647,508,508,1,7,1,0,0,0,0,0,0,58,16,16,0,0,0,0.023966,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.010138,1,0,0,1,0.010138,0,0,0,0,0,1,0,0,1,0.010138,535,535,1,9,1,0,0,0,0,0,0,62,18,18,0,0,0,0.029946,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.039425,1,0,0,1,0.039425,0,0,0,0,0,1,0,0,1,0.039425,666,666,1,12,1,0,0,0,0,0,0,83,21,21,0,0,0,0.058568,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_6,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0.327853,3,1,0,4,0.327853,0,0,0,0,0,3,1,0,4,0.327853,774,826,2,12,1,0,0,0,0,0,0,85,22,22,0,0,0,0.356233,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.451243,1,0,0,1,0.451243,0,0,0,0,0,1,0,0,1,0.451243,593,593,1,12,1,0,0,0,0,0,0,70,18,18,0,0,0,0.47399,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.047346,1,0,0,1,0.047346,0,0,0,0,0,1,0,0,1,0.047346,537,537,1,12,1,0,0,0,0,0,0,61,16,16,0,0,0,0.066501,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.436735,0,1,0,1,0.436735,0,0,0,0,0,0,1,0,1,0.436735,38713,38713,1,611,1,201,201,0,0,201,0,8284,2226,33,0,0,0,0.754139,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_9_bis,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.016203,1,0,0,1,0.016203,0,0,0,0,0,1,0,0,1,0.016203,2855,2855,1,42,1,11,11,0,0,11,0,494,136,33,0,0,0,0.048248,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_10,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1.325905,4,0,0,4,1.325905,0,0,0,0,0,4,0,0,4,1.325905,956.25,1005,2,18,1,0,0,0,0,0,0,106,27,27,0,0,0,1.355414,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,2,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_11,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0.463771,5,0,0,5,0.463771,0,0,0,0,0,5,0,0,5,0.463771,882,888,1,20,1,0,0,0,0,0,0,109,28,28,0,0,0,0.495432,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev4_case_12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.01228,0,1,0,1,0.01228,0,0,0,0,0,0,1,0,1,0.01228,665,665,1,15,1,0,0,0,0,0,0,88,25,25,0,0,0,0.034081,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.008881,0,1,0,1,0.008881,0,0,0,0,0,0,1,0,1,0.008881,754,754,1,17,1,0,0,0,0,0,0,102,28,28,0,0,0,0.032083,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,0,0,0,Secure
ed25519_main,1,1,1,1464,0,0,1464,410.553809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0,1464,410.553809,230588.594945,458818,0,2972,1,3,1465,0,0,0,0,10435,64,62,0,0,0,3600.00929,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,1,0,0,Unknown
sha512_main,1,1,1,278,0,0,278,2606.993323,13,14,0,27,798.229565,3,0,0,3,44.862402,16,14,0,30,843.091966,0,0,0,0,0,294,14,0,308,3450.085289,12603.227273,15641,1553,639111,37500,37492,116707,112638,4069,79169,0,3140315,721797,1494,0,0,0,3600.630334,0,0,inf,relational,1,row-map,boolector,0,37500,0,Haunted,Full,NoSTL,200,16,0,0,177,0,0,1,0,0,Insecure
sha512_main,1,1,1,717,0,0,717,2819.59975,0,3,0,3,22.523063,0,4,0,4,21.230157,0,7,0,7,43.75322,0,0,0,0,0,717,7,0,724,2863.35297,117953.140884,234002,7,1478,1,5,718,0,0,0,0,5305,90,86,0,0,0,3600.009457,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,0,0,0,0,0,0,1,0,0,Unknown
sha512_main,1,1,1,8,0,0,8,0.077139,3,0,0,3,15.826111,0,0,0,0,0,3,0,0,3,15.826111,0,0,0,0,0,11,0,0,11,15.90325,4131.272727,4170,8,35659,5598,5608,6877,5499,1378,1249,0,226976,55006,692,0,0,0,30.769488,0,0,inf,relational,1,row-map,boolector,0,5598,0,Haunted,Full,NoSTL,200,3,0,0,56,0,0,0,1,0,Insecure
streamxor_main,1,1,1,16,0,0,16,0.239669,29,14,0,43,2055.044683,13,0,0,13,141.147354,42,14,0,56,2196.192038,0,0,0,0,0,58,14,0,72,2196.431706,6379.611111,9455,4439,5889397,847056,847061,851533,846473,5060,4464,0,33360181,8295385,739,0,0,0,3600.009189,0,0,inf,relational,1,row-map,boolector,0,847056,0,Haunted,Full,NoSTL,200,40,0,0,954,0,0,1,0,0,Insecure
streamxor_main,1,1,1,26,0,0,26,2765.560846,6,0,0,6,804.833597,0,0,0,0,0,6,0,0,6,804.833597,0,0,0,0,0,32,0,0,32,3570.394444,53232.8125,131861,24,351,1,27,27,0,0,0,0,1218,372,214,0,0,0,3600.009126,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,1,0,0,Insecure
